Package,Cluster,Cluster Size,Pre-Processing Technique,Threshold,Features (Genes),TN,FP,FN,TP,F Beta,Penalty,Solver,C
sklearn,Inh L4-5 SST STK32A,93,Binary Score,0.01,4741,3101,2,1,17,0.904255,l2,lbfgs,1
sklearn,Inh L2-6 VIP QPCT,37,Binary Score,0.01,4741,3114,0,2,5,0.925926,l2,lbfgs,1
sklearn,Inh L3-5 SST ADGRG6,132,Binary Score,0.01,4741,3094,1,1,25,0.961538,l2,lbfgs,1
sklearn,Exc L3-5 RORB FILIP1L,153,Binary Score,0.01,4741,3084,7,11,19,0.708955,l2,lbfgs,1
sklearn,Inh L5-6 SST NPM1P10,79,Binary Score,0.01,4741,3104,1,0,16,0.952381,l2,lbfgs,1
sklearn,Exc L3-5 RORB ESR1,1428,Binary Score,0.01,4741,2827,9,2,283,0.973847,l2,lbfgs,1
sklearn,Inh L4-6 SST GXYLT2,41,Binary Score,0.01,4741,3113,0,0,8,1,l2,lbfgs,1
sklearn,Inh L1-3 VIP GGH,68,Binary Score,0.01,4741,3105,2,0,14,0.897436,l2,lbfgs,1
sklearn,Inh L1 SST NMBR,283,Binary Score,0.01,4741,3063,1,1,56,0.982456,l2,lbfgs,1
sklearn,Exc L5-6 FEZF2 EFTUD1P1,314,Binary Score,0.01,4741,3056,2,2,61,0.968254,l2,lbfgs,1
sklearn,Inh L1-2 LAMP5 DBP,21,Binary Score,0.01,4741,3117,0,4,0,0,l2,lbfgs,1
sklearn,Exc L6 FEZF2 SCUBE1,52,Binary Score,0.01,4741,3109,1,0,11,0.932203,l2,lbfgs,1
sklearn,Inh L1-4 VIP PENK,17,Binary Score,0.01,4741,3117,0,3,1,0.625,l2,lbfgs,1
sklearn,Inh L1-3 VIP CHRM2,175,Binary Score,0.01,4741,3081,5,3,32,0.874317,l2,lbfgs,1
sklearn,Endo L2-6 NOSTRIN,9,Binary Score,0.01,4741,3119,0,0,2,1,l2,lbfgs,1
sklearn,Inh L1-2 PAX6 TNFAIP8L3,16,Binary Score,0.01,4741,3118,0,1,2,0.909091,l2,lbfgs,1
sklearn,Inh L2-5 VIP SERPINF1,55,Binary Score,0.01,4741,3109,1,1,10,0.909091,l2,lbfgs,1
sklearn,Exc L4-6 RORB C1R,160,Binary Score,0.01,4741,3084,5,5,27,0.84375,l2,lbfgs,1
sklearn,Inh L1-3 VIP CCDC184,64,Binary Score,0.01,4741,3106,2,4,9,0.789474,l2,lbfgs,1
sklearn,Inh L1-2 VIP PCDH20,61,Binary Score,0.01,4741,3105,4,1,11,0.763889,l2,lbfgs,1
sklearn,Exc L4-5 FEZF2 SCN4B,25,Binary Score,0.01,4741,3116,0,0,5,1,l2,lbfgs,1
sklearn,Inh L5-6 GAD1 GLP1R,27,Binary Score,0.01,4741,3115,0,0,6,1,l2,lbfgs,1
sklearn,Inh L4-6 PVALB SULF1,167,Binary Score,0.01,4741,3083,4,6,28,0.864198,l2,lbfgs,1
sklearn,Exc L4-5 RORB FOLH1B,870,Binary Score,0.01,4741,2935,12,5,169,0.94098,l2,lbfgs,1
sklearn,Inh L1-2 GAD1 MC4R,107,Binary Score,0.01,4741,3096,4,1,20,0.854701,l2,lbfgs,1
sklearn,Inh L1 SST CHRNA4,52,Binary Score,0.01,4741,3109,1,4,7,0.813953,l2,lbfgs,1
sklearn,Inh L2-4 PVALB WFDC2,387,Binary Score,0.01,4741,3028,16,1,76,0.853933,l2,lbfgs,1
sklearn,Oligo L1-6 OPALIN,313,Binary Score,0.01,4741,3057,1,1,62,0.984127,l2,lbfgs,1
sklearn,Inh L1-3 VIP ADAMTSL1,72,Binary Score,0.01,4741,3104,3,0,14,0.853659,l2,lbfgs,1
sklearn,Inh L1-3 SST CALB1,279,Binary Score,0.01,4741,3064,1,2,54,0.978261,l2,lbfgs,1
sklearn,Exc L5-6 THEMIS DCSTAMP,53,Binary Score,0.01,4741,3110,1,3,7,0.833333,l2,lbfgs,1
sklearn,Astro L1-2 FGFR3 GFAP,61,Binary Score,0.01,4741,3109,0,4,8,0.909091,l2,lbfgs,1
sklearn,Astro L1-6 FGFR3 SLC14A1,230,Binary Score,0.01,4741,3070,5,0,46,0.92,l2,lbfgs,1
sklearn,Exc L3-5 RORB COL22A1,160,Binary Score,0.01,4741,3085,4,0,32,0.909091,l2,lbfgs,1
sklearn,Inh L3-6 SST NPY,15,Binary Score,0.01,4741,3118,0,0,3,1,l2,lbfgs,1
sklearn,Inh L3-6 SST HPGD,60,Binary Score,0.01,4741,3109,0,2,10,0.961538,l2,lbfgs,1
sklearn,Exc L6 FEZF2 OR2T8,19,Binary Score,0.01,4741,3117,0,2,2,0.833333,l2,lbfgs,1
sklearn,Inh L1-2 PAX6 CDH12,90,Binary Score,0.01,4741,3101,2,0,18,0.918367,l2,lbfgs,1
sklearn,Exc L5-6 RORB TTC12,167,Binary Score,0.01,4741,3083,4,4,30,0.882353,l2,lbfgs,1
sklearn,Exc L5-6 SLC17A7 IL15,56,Binary Score,0.01,4741,3108,2,2,9,0.818182,l2,lbfgs,1
sklearn,Exc L3-4 RORB CARM1P1,280,Binary Score,0.01,4741,3060,5,8,48,0.895522,l2,lbfgs,1
sklearn,Exc L5-6 FEZF2 ABO,373,Binary Score,0.01,4741,3045,1,0,75,0.989446,l2,lbfgs,1
sklearn,Micro L1-3 TYROBP,63,Binary Score,0.01,4741,3107,1,1,12,0.923077,l2,lbfgs,1
sklearn,Inh L1-2 VIP LBH,47,Binary Score,0.01,4741,3112,0,2,7,0.945946,l2,lbfgs,1
sklearn,Inh L1-2 SST BAGE2,108,Binary Score,0.01,4741,3099,1,0,21,0.963303,l2,lbfgs,1
sklearn,Inh L5-6 SST KLHDC8A,63,Binary Score,0.01,4741,3108,0,1,12,0.983607,l2,lbfgs,1
sklearn,Inh L3-6 VIP HS3ST3A1,80,Binary Score,0.01,4741,3103,2,1,15,0.892857,l2,lbfgs,1
sklearn,Inh L1-3 PAX6 SYT6,29,Binary Score,0.01,4741,3115,0,2,4,0.909091,l2,lbfgs,1
sklearn,Inh L5-6 SST MIR548F2,80,Binary Score,0.01,4741,3104,1,3,13,0.902778,l2,lbfgs,1
sklearn,Exc L4-6 RORB SEMA3E,777,Binary Score,0.01,4741,2954,12,9,146,0.927573,l2,lbfgs,1
sklearn,Inh L1-4 VIP OPRM1,52,Binary Score,0.01,4741,3109,2,0,10,0.862069,l2,lbfgs,1
sklearn,OPC L1-6 PDGFRA,238,Binary Score,0.01,4741,3072,1,0,48,0.983607,l2,lbfgs,1
sklearn,Inh L2-5 VIP TYR,62,Binary Score,0.01,4741,3108,0,3,10,0.943396,l2,lbfgs,1
sklearn,Exc L5-6 THEMIS C1QL3,1537,Binary Score,0.01,4741,2805,8,5,303,0.97616,l2,lbfgs,1
sklearn,Inh L1-4 LAMP5 LCP2,356,Coefficient of Variation,0.01,4741,3045,5,1,70,0.943396,l2,newton-cg,1
sklearn,Exc L2-3 LINC00507 FREM3,2284,Coefficient of Variation,0.01,4741,2634,30,22,435,0.938714,l2,newton-cg,1
sklearn,Exc L2 LAMP5 LTK,812,Coefficient of Variation,0.01,4741,2942,17,12,150,0.903614,l2,newton-cg,1
sklearn,Inh L5-6 PVALB LGR5,52,Coefficient of Variation,0.01,4741,3110,0,0,11,1,l2,newton-cg,1
sklearn,Inh L2-4 SST FRZB,64,Coefficient of Variation,0.01,4741,3108,0,6,7,0.853659,l2,newton-cg,1
sklearn,Inh L2-3 VIP CASC6,45,Coefficient of Variation,0.01,4741,3110,2,2,7,0.777778,l2,newton-cg,1
sklearn,Exc L3-5 RORB TWIST2,93,Coefficient of Variation,0.01,4741,3101,1,14,5,0.581395,l2,newton-cg,1
sklearn,Inh L2-4 VIP CBLN1,67,Coefficient of Variation,0.01,4741,3107,1,1,12,0.923077,l2,newton-cg,1
sklearn,Inh L1-4 VIP CHRNA6,25,Coefficient of Variation,0.01,4741,3116,0,2,3,0.882353,l2,newton-cg,1
sklearn,Exc L2-4 LINC00507 GLP2R,170,Coefficient of Variation,0.01,4741,3083,4,11,23,0.809859,l2,newton-cg,1
sklearn,Exc L5-6 THEMIS CRABP1,147,Coefficient of Variation,0.01,4741,3088,4,1,28,0.89172,l2,newton-cg,1
sklearn,Exc L4-6 FEZF2 IL26,344,Coefficient of Variation,0.01,4741,3052,0,0,69,1,l2,newton-cg,1
sklearn,Inh L2-5 PVALB SCUBE3,32,Coefficient of Variation,0.01,4741,3115,0,0,6,1,l2,newton-cg,1
sklearn,Inh L4-6 SST B3GAT2,182,Coefficient of Variation,0.01,4741,3081,3,2,35,0.925926,l2,newton-cg,1
sklearn,Inh L1-2 VIP TSPAN12,42,Coefficient of Variation,0.01,4741,3112,1,1,7,0.875,l2,newton-cg,1
sklearn,Inh L2-4 VIP SPAG17,33,Coefficient of Variation,0.01,4741,3112,2,3,4,0.645161,l2,newton-cg,1
sklearn,Exc L5-6 THEMIS FGF10,78,Coefficient of Variation,0.01,4741,3105,1,5,10,0.847458,l2,newton-cg,1
sklearn,Inh L5-6 SST TH,27,Coefficient of Variation,0.01,4741,3116,0,1,4,0.952381,l2,newton-cg,1
sklearn,Inh L4-5 PVALB MEPE,64,Coefficient of Variation,0.01,4741,3108,0,2,11,0.964912,l2,newton-cg,1
sklearn,Inh L2-6 LAMP5 CA1,256,Coefficient of Variation,0.01,4741,3069,1,0,51,0.984556,l2,newton-cg,1
sklearn,Exc L4-5 RORB DAPK2,173,Coefficient of Variation,0.01,4741,3084,3,7,27,0.876623,l2,newton-cg,1
sklearn,Inh L4-5 SST STK32A,93,Coefficient of Variation,0.01,4741,3101,2,1,17,0.904255,l2,newton-cg,1
sklearn,Inh L2-6 VIP QPCT,37,Coefficient of Variation,0.01,4741,3114,0,2,5,0.925926,l2,newton-cg,1
sklearn,Inh L3-5 SST ADGRG6,132,Coefficient of Variation,0.01,4741,3093,2,2,24,0.923077,l2,newton-cg,1
sklearn,Exc L3-5 RORB FILIP1L,153,Coefficient of Variation,0.01,4741,3083,8,11,19,0.688406,l2,newton-cg,1
sklearn,Inh L5-6 SST NPM1P10,79,Coefficient of Variation,0.01,4741,3104,1,0,16,0.952381,l2,newton-cg,1
sklearn,Exc L3-5 RORB ESR1,1428,Coefficient of Variation,0.01,4741,2827,9,2,283,0.973847,l2,newton-cg,1
sklearn,Inh L4-6 SST GXYLT2,41,Coefficient of Variation,0.01,4741,3113,0,0,8,1,l2,newton-cg,1
sklearn,Inh L1-3 VIP GGH,68,Coefficient of Variation,0.01,4741,3105,2,0,14,0.897436,l2,newton-cg,1
sklearn,Inh L1 SST NMBR,283,Coefficient of Variation,0.01,4741,3063,1,1,56,0.982456,l2,newton-cg,1
sklearn,Exc L5-6 FEZF2 EFTUD1P1,314,Coefficient of Variation,0.01,4741,3056,2,2,61,0.968254,l2,newton-cg,1
sklearn,Inh L1-2 LAMP5 DBP,21,Coefficient of Variation,0.01,4741,3117,0,4,0,0,l2,newton-cg,1
sklearn,Exc L6 FEZF2 SCUBE1,52,Coefficient of Variation,0.01,4741,3109,1,0,11,0.932203,l2,newton-cg,1
sklearn,Inh L1-4 VIP PENK,17,Coefficient of Variation,0.01,4741,3117,0,3,1,0.625,l2,newton-cg,1
sklearn,Inh L1-3 VIP CHRM2,175,Coefficient of Variation,0.01,4741,3081,5,3,32,0.874317,l2,newton-cg,1
sklearn,Endo L2-6 NOSTRIN,9,Coefficient of Variation,0.01,4741,3119,0,0,2,1,l2,newton-cg,1
sklearn,Inh L1-2 PAX6 TNFAIP8L3,16,Coefficient of Variation,0.01,4741,3118,0,1,2,0.909091,l2,newton-cg,1
sklearn,Inh L2-5 VIP SERPINF1,55,Coefficient of Variation,0.01,4741,3109,1,2,9,0.882353,l2,newton-cg,1
sklearn,Exc L4-6 RORB C1R,160,Coefficient of Variation,0.01,4741,3084,5,5,27,0.84375,l2,newton-cg,1
sklearn,Inh L1-3 VIP CCDC184,64,Coefficient of Variation,0.01,4741,3106,2,4,9,0.789474,l2,newton-cg,1
sklearn,Inh L1-2 VIP PCDH20,61,Coefficient of Variation,0.01,4741,3106,3,1,11,0.808824,l2,newton-cg,1
sklearn,Exc L4-5 FEZF2 SCN4B,25,Coefficient of Variation,0.01,4741,3116,0,0,5,1,l2,newton-cg,1
sklearn,Inh L5-6 GAD1 GLP1R,27,Coefficient of Variation,0.01,4741,3115,0,0,6,1,l2,newton-cg,1
sklearn,Inh L4-6 PVALB SULF1,167,Coefficient of Variation,0.01,4741,3083,4,5,29,0.873494,l2,newton-cg,1
sklearn,Exc L4-5 RORB FOLH1B,870,Coefficient of Variation,0.01,4741,2935,12,7,167,0.938202,l2,newton-cg,1
sklearn,Inh L1-2 GAD1 MC4R,107,Coefficient of Variation,0.01,4741,3097,3,1,20,0.884956,l2,newton-cg,1
sklearn,Inh L1 SST CHRNA4,52,Coefficient of Variation,0.01,4741,3109,1,4,7,0.813953,l2,newton-cg,1
sklearn,Inh L2-4 PVALB WFDC2,387,Coefficient of Variation,0.01,4741,3030,14,1,76,0.869565,l2,newton-cg,1
sklearn,Oligo L1-6 OPALIN,313,Coefficient of Variation,0.01,4741,3057,1,1,62,0.984127,l2,newton-cg,1
sklearn,Inh L1-3 VIP ADAMTSL1,72,Coefficient of Variation,0.01,4741,3104,3,0,14,0.853659,l2,newton-cg,1
sklearn,Inh L1-3 SST CALB1,279,Coefficient of Variation,0.01,4741,3063,2,3,53,0.960145,l2,newton-cg,1
sklearn,Exc L5-6 THEMIS DCSTAMP,53,Coefficient of Variation,0.01,4741,3110,1,3,7,0.833333,l2,newton-cg,1
sklearn,Astro L1-2 FGFR3 GFAP,61,Coefficient of Variation,0.01,4741,3109,0,4,8,0.909091,l2,newton-cg,1
sklearn,Astro L1-6 FGFR3 SLC14A1,230,Coefficient of Variation,0.01,4741,3070,5,0,46,0.92,l2,newton-cg,1
sklearn,Exc L3-5 RORB COL22A1,160,Coefficient of Variation,0.01,4741,3085,4,0,32,0.909091,l2,newton-cg,1
sklearn,Inh L3-6 SST NPY,15,Coefficient of Variation,0.01,4741,3118,0,0,3,1,l2,newton-cg,1
sklearn,Inh L3-6 SST HPGD,60,Coefficient of Variation,0.01,4741,3109,0,2,10,0.961538,l2,newton-cg,1
sklearn,Exc L6 FEZF2 OR2T8,19,Coefficient of Variation,0.01,4741,3117,0,2,2,0.833333,l2,newton-cg,1
sklearn,Inh L1-2 PAX6 CDH12,90,Coefficient of Variation,0.01,4741,3101,2,0,18,0.918367,l2,newton-cg,1
sklearn,Exc L5-6 RORB TTC12,167,Coefficient of Variation,0.01,4741,3083,4,4,30,0.882353,l2,newton-cg,1
sklearn,Exc L5-6 SLC17A7 IL15,56,Coefficient of Variation,0.01,4741,3108,2,2,9,0.818182,l2,newton-cg,1
sklearn,Exc L3-4 RORB CARM1P1,280,Coefficient of Variation,0.01,4741,3061,4,9,47,0.903846,l2,newton-cg,1
sklearn,Exc L5-6 FEZF2 ABO,373,Coefficient of Variation,0.01,4741,3045,1,0,75,0.989446,l2,newton-cg,1
sklearn,Micro L1-3 TYROBP,63,Coefficient of Variation,0.01,4741,3107,1,1,12,0.923077,l2,newton-cg,1
sklearn,Inh L1-2 VIP LBH,47,Coefficient of Variation,0.01,4741,3112,0,2,7,0.945946,l2,newton-cg,1
sklearn,Inh L1-2 SST BAGE2,108,Coefficient of Variation,0.01,4741,3099,1,0,21,0.963303,l2,newton-cg,1
sklearn,Inh L5-6 SST KLHDC8A,63,Coefficient of Variation,0.01,4741,3107,1,1,12,0.923077,l2,newton-cg,1
sklearn,Inh L3-6 VIP HS3ST3A1,80,Coefficient of Variation,0.01,4741,3103,2,1,15,0.892857,l2,newton-cg,1
sklearn,Inh L1-3 PAX6 SYT6,29,Coefficient of Variation,0.01,4741,3115,0,1,5,0.961538,l2,newton-cg,1
sklearn,Inh L5-6 SST MIR548F2,80,Coefficient of Variation,0.01,4741,3104,1,4,12,0.882353,l2,newton-cg,1
sklearn,Exc L4-6 RORB SEMA3E,777,Coefficient of Variation,0.01,4741,2954,12,8,147,0.929204,l2,newton-cg,1
sklearn,Inh L1-4 VIP OPRM1,52,Coefficient of Variation,0.01,4741,3109,2,0,10,0.862069,l2,newton-cg,1
sklearn,OPC L1-6 PDGFRA,238,Coefficient of Variation,0.01,4741,3072,1,0,48,0.983607,l2,newton-cg,1
sklearn,Inh L2-5 VIP TYR,62,Coefficient of Variation,0.01,4741,3108,0,3,10,0.943396,l2,newton-cg,1
sklearn,Exc L5-6 THEMIS C1QL3,1537,Coefficient of Variation,0.01,4741,2805,8,5,303,0.97616,l2,newton-cg,1
sklearn,Inh L1-4 LAMP5 LCP2,356,Binary Score,0.05,10029,3045,5,1,70,0.943396,l2,lbfgs,1
sklearn,Exc L2-3 LINC00507 FREM3,2284,Binary Score,0.05,10029,2635,29,16,441,0.943517,l2,lbfgs,1
sklearn,Exc L2 LAMP5 LTK,812,Binary Score,0.05,10029,2943,16,9,153,0.912888,l2,lbfgs,1
sklearn,Inh L5-6 PVALB LGR5,52,Binary Score,0.05,10029,3110,0,0,11,1,l2,lbfgs,1
sklearn,Inh L2-4 SST FRZB,64,Binary Score,0.05,10029,3108,0,6,7,0.853659,l2,lbfgs,1
sklearn,Inh L2-3 VIP CASC6,45,Binary Score,0.05,10029,3109,3,2,7,0.714286,l2,lbfgs,1
sklearn,Exc L3-5 RORB TWIST2,93,Binary Score,0.05,10029,3101,1,13,6,0.638298,l2,lbfgs,1
sklearn,Inh L2-4 VIP CBLN1,67,Binary Score,0.05,10029,3107,1,3,10,0.877193,l2,lbfgs,1
sklearn,Inh L1-4 VIP CHRNA6,25,Binary Score,0.05,10029,3116,0,4,1,0.555556,l2,lbfgs,1
sklearn,Exc L2-4 LINC00507 GLP2R,170,Binary Score,0.05,10029,3085,2,9,25,0.880282,l2,lbfgs,1
sklearn,Exc L5-6 THEMIS CRABP1,147,Binary Score,0.05,10029,3090,2,1,28,0.939597,l2,lbfgs,1
sklearn,Exc L4-6 FEZF2 IL26,344,Binary Score,0.05,10029,3052,0,0,69,1,l2,lbfgs,1
sklearn,Inh L2-5 PVALB SCUBE3,32,Binary Score,0.05,10029,3115,0,0,6,1,l2,lbfgs,1
sklearn,Inh L4-6 SST B3GAT2,182,Binary Score,0.05,10029,3080,4,1,36,0.913706,l2,lbfgs,1
sklearn,Inh L1-2 VIP TSPAN12,42,Binary Score,0.05,10029,3113,0,1,7,0.972222,l2,lbfgs,1
sklearn,Inh L2-4 VIP SPAG17,33,Binary Score,0.05,10029,3112,2,4,3,0.555556,l2,lbfgs,1
sklearn,Exc L5-6 THEMIS FGF10,78,Binary Score,0.05,10029,3105,1,5,10,0.847458,l2,lbfgs,1
sklearn,Inh L5-6 SST TH,27,Binary Score,0.05,10029,3116,0,1,4,0.952381,l2,lbfgs,1
sklearn,Inh L4-5 PVALB MEPE,64,Binary Score,0.05,10029,3108,0,2,11,0.964912,l2,lbfgs,1
sklearn,Inh L2-6 LAMP5 CA1,256,Binary Score,0.05,10029,3070,0,0,51,1,l2,lbfgs,1
sklearn,Exc L4-5 RORB DAPK2,173,Binary Score,0.05,10029,3084,3,4,30,0.903614,l2,lbfgs,1
sklearn,Inh L4-5 SST STK32A,93,Binary Score,0.05,10029,3102,1,1,17,0.944444,l2,lbfgs,1
sklearn,Inh L2-6 VIP QPCT,37,Binary Score,0.05,10029,3114,0,4,3,0.789474,l2,lbfgs,1
sklearn,Inh L3-5 SST ADGRG6,132,Binary Score,0.05,10029,3093,2,1,25,0.932836,l2,lbfgs,1
sklearn,Exc L3-5 RORB FILIP1L,153,Binary Score,0.05,10029,3088,3,13,17,0.772727,l2,lbfgs,1
sklearn,Inh L5-6 SST NPM1P10,79,Binary Score,0.05,10029,3103,2,0,16,0.909091,l2,lbfgs,1
sklearn,Exc L3-5 RORB ESR1,1428,Binary Score,0.05,10029,2827,9,2,283,0.973847,l2,lbfgs,1
sklearn,Inh L4-6 SST GXYLT2,41,Binary Score,0.05,10029,3113,0,1,7,0.972222,l2,lbfgs,1
sklearn,Inh L1-3 VIP GGH,68,Binary Score,0.05,10029,3107,0,2,12,0.967742,l2,lbfgs,1
sklearn,Inh L1 SST NMBR,283,Binary Score,0.05,10029,3064,0,0,57,1,l2,lbfgs,1
sklearn,Exc L5-6 FEZF2 EFTUD1P1,314,Binary Score,0.05,10029,3056,2,2,61,0.968254,l2,lbfgs,1
sklearn,Inh L1-2 LAMP5 DBP,21,Binary Score,0.05,10029,3117,0,4,0,0,l2,lbfgs,1
sklearn,Exc L6 FEZF2 SCUBE1,52,Binary Score,0.05,10029,3107,3,0,11,0.820896,l2,lbfgs,1
sklearn,Inh L1-4 VIP PENK,17,Binary Score,0.05,10029,3117,0,3,1,0.625,l2,lbfgs,1
sklearn,Inh L1-3 VIP CHRM2,175,Binary Score,0.05,10029,3078,8,2,33,0.829146,l2,lbfgs,1
sklearn,Endo L2-6 NOSTRIN,9,Binary Score,0.05,10029,3119,0,0,2,1,l2,lbfgs,1
sklearn,Inh L1-2 PAX6 TNFAIP8L3,16,Binary Score,0.05,10029,3118,0,1,2,0.909091,l2,lbfgs,1
sklearn,Inh L2-5 VIP SERPINF1,55,Binary Score,0.05,10029,3109,1,1,10,0.909091,l2,lbfgs,1
sklearn,Exc L4-6 RORB C1R,160,Binary Score,0.05,10029,3085,4,4,28,0.875,l2,lbfgs,1
sklearn,Inh L1-3 VIP CCDC184,64,Binary Score,0.05,10029,3105,3,4,9,0.737705,l2,lbfgs,1
sklearn,Inh L1-2 VIP PCDH20,61,Binary Score,0.05,10029,3106,3,1,11,0.808824,l2,lbfgs,1
sklearn,Exc L4-5 FEZF2 SCN4B,25,Binary Score,0.05,10029,3116,0,0,5,1,l2,lbfgs,1
sklearn,Inh L5-6 GAD1 GLP1R,27,Binary Score,0.05,10029,3115,0,0,6,1,l2,lbfgs,1
sklearn,Inh L4-6 PVALB SULF1,167,Binary Score,0.05,10029,3082,5,4,30,0.862069,l2,lbfgs,1
sklearn,Exc L4-5 RORB FOLH1B,870,Binary Score,0.05,10029,2935,12,4,170,0.94235,l2,lbfgs,1
sklearn,Inh L1-2 GAD1 MC4R,107,Binary Score,0.05,10029,3097,3,0,21,0.897436,l2,lbfgs,1
sklearn,Inh L1 SST CHRNA4,52,Binary Score,0.05,10029,3110,0,4,7,0.897436,l2,lbfgs,1
sklearn,Inh L2-4 PVALB WFDC2,387,Binary Score,0.05,10029,3031,13,2,75,0.874126,l2,lbfgs,1
sklearn,Oligo L1-6 OPALIN,313,Binary Score,0.05,10029,3057,1,1,62,0.984127,l2,lbfgs,1
sklearn,Inh L1-3 VIP ADAMTSL1,72,Binary Score,0.05,10029,3103,4,0,14,0.813953,l2,lbfgs,1
sklearn,Inh L1-3 SST CALB1,279,Binary Score,0.05,10029,3063,2,2,54,0.964286,l2,lbfgs,1
sklearn,Exc L5-6 THEMIS DCSTAMP,53,Binary Score,0.05,10029,3110,1,1,9,0.9,l2,lbfgs,1
sklearn,Astro L1-2 FGFR3 GFAP,61,Binary Score,0.05,10029,3109,0,4,8,0.909091,l2,lbfgs,1
sklearn,Astro L1-6 FGFR3 SLC14A1,230,Binary Score,0.05,10029,3070,5,0,46,0.92,l2,lbfgs,1
sklearn,Exc L3-5 RORB COL22A1,160,Binary Score,0.05,10029,3086,3,0,32,0.930233,l2,lbfgs,1
sklearn,Inh L3-6 SST NPY,15,Binary Score,0.05,10029,3118,0,0,3,1,l2,lbfgs,1
sklearn,Inh L3-6 SST HPGD,60,Binary Score,0.05,10029,3109,0,2,10,0.961538,l2,lbfgs,1
sklearn,Exc L6 FEZF2 OR2T8,19,Binary Score,0.05,10029,3117,0,3,1,0.625,l2,lbfgs,1
sklearn,Inh L1-2 PAX6 CDH12,90,Binary Score,0.05,10029,3101,2,0,18,0.918367,l2,lbfgs,1
sklearn,Exc L5-6 RORB TTC12,167,Binary Score,0.05,10029,3083,4,3,31,0.890805,l2,lbfgs,1
sklearn,Exc L5-6 SLC17A7 IL15,56,Binary Score,0.05,10029,3108,2,3,8,0.784314,l2,lbfgs,1
sklearn,Exc L3-4 RORB CARM1P1,280,Binary Score,0.05,10029,3061,4,7,49,0.914179,l2,lbfgs,1
sklearn,Exc L5-6 FEZF2 ABO,373,Binary Score,0.05,10029,3045,1,0,75,0.989446,l2,lbfgs,1
sklearn,Micro L1-3 TYROBP,63,Binary Score,0.05,10029,3108,0,1,12,0.983607,l2,lbfgs,1
sklearn,Inh L1-2 VIP LBH,47,Binary Score,0.05,10029,3112,0,1,8,0.97561,l2,lbfgs,1
sklearn,Inh L1-2 SST BAGE2,108,Binary Score,0.05,10029,3099,1,0,21,0.963303,l2,lbfgs,1
sklearn,Inh L5-6 SST KLHDC8A,63,Binary Score,0.05,10029,3108,0,2,11,0.964912,l2,lbfgs,1
sklearn,Inh L3-6 VIP HS3ST3A1,80,Binary Score,0.05,10029,3101,4,1,15,0.815217,l2,lbfgs,1
sklearn,Inh L1-3 PAX6 SYT6,29,Binary Score,0.05,10029,3115,0,2,4,0.909091,l2,lbfgs,1
