Package,Cluster,Cluster Size,Pre-Processing Technique,Threshold,Features (Genes),TN,FP,FN,TP,F Beta,num_leaves,max_bin,min_data_in_leaf,lambda_l2,extra_trees,path_smooth
LightGBM,Inh L3-6 SST HPGD,60,Coefficient of Variation,0.01,4741,3106,3,5,7,0.673077,31,255,20,0,FALSE,0
LightGBM,Exc L6 FEZF2 OR2T8,19,Coefficient of Variation,0.01,4741,3111,6,2,2,0.277778,31,255,20,0,FALSE,0
LightGBM,Inh L1-2 PAX6 CDH12,90,Coefficient of Variation,0.01,4741,3101,2,5,13,0.833333,31,255,20,0,FALSE,0
LightGBM,Exc L5-6 RORB TTC12,167,Coefficient of Variation,0.01,4741,3081,6,16,18,0.692308,31,255,20,0,FALSE,0
LightGBM,Exc L5-6 SLC17A7 IL15,56,Coefficient of Variation,0.01,4741,3098,12,6,5,0.316456,31,255,20,0,FALSE,0
LightGBM,Exc L3-4 RORB CARM1P1,280,Coefficient of Variation,0.01,4741,3052,13,19,37,0.722656,31,255,20,0,FALSE,0
LightGBM,Exc L5-6 FEZF2 ABO,373,Coefficient of Variation,0.01,4741,3043,3,9,66,0.940171,31,255,20,0,FALSE,0
LightGBM,Micro L1-3 TYROBP,63,Coefficient of Variation,0.01,4741,3098,10,1,12,0.594059,31,255,20,0,FALSE,0
LightGBM,Inh L1-2 VIP LBH,47,Coefficient of Variation,0.01,4741,3102,10,9,0,0,31,255,20,0,FALSE,0
LightGBM,Inh L1-2 SST BAGE2,108,Coefficient of Variation,0.01,4741,3085,15,12,9,0.384615,31,255,20,0,FALSE,0
LightGBM,Inh L5-6 SST KLHDC8A,63,Coefficient of Variation,0.01,4741,3088,20,6,7,0.289256,31,255,20,0,FALSE,0
LightGBM,Inh L3-6 VIP HS3ST3A1,80,Coefficient of Variation,0.01,4741,3091,14,7,9,0.416667,31,255,20,0,FALSE,0
LightGBM,Inh L1-3 PAX6 SYT6,29,Coefficient of Variation,0.01,4741,3097,18,4,2,0.116279,31,255,20,0,FALSE,0
LightGBM,Inh L5-6 SST MIR548F2,80,Coefficient of Variation,0.01,4741,3096,9,6,10,0.543478,31,255,20,0,FALSE,0
LightGBM,Exc L4-6 RORB SEMA3E,777,Coefficient of Variation,0.01,4741,2952,14,45,110,0.844854,31,255,20,0,FALSE,0
LightGBM,Inh L1-4 VIP OPRM1,52,Coefficient of Variation,0.01,4741,3097,14,7,3,0.192308,31,255,20,0,FALSE,0
LightGBM,OPC L1-6 PDGFRA,238,Coefficient of Variation,0.01,4741,3071,2,15,33,0.87766,31,255,20,0,FALSE,0
LightGBM,Inh L2-5 VIP TYR,62,Coefficient of Variation,0.01,4741,3100,8,9,4,0.327869,31,255,20,0,FALSE,0
LightGBM,Exc L5-6 THEMIS C1QL3,1537,Coefficient of Variation,0.01,4741,2794,19,24,284,0.934211,31,255,20,0,FALSE,0
LightGBM,Inh L1-4 LAMP5 LCP2,356,Coefficient of Variation,0.01,4741,3045,5,1,70,0.943396,50,50,1250,1,TRUE,1
LightGBM,Exc L2-3 LINC00507 FREM3,2284,Coefficient of Variation,0.01,4741,2625,39,17,440,0.927097,50,50,1250,1,TRUE,1
LightGBM,Exc L2 LAMP5 LTK,812,Coefficient of Variation,0.01,4741,2943,16,15,147,0.902948,50,50,1250,1,TRUE,1
LightGBM,Inh L5-6 PVALB LGR5,52,Coefficient of Variation,0.01,4741,3109,1,1,10,0.909091,50,50,1250,1,TRUE,1
LightGBM,Inh L2-4 SST FRZB,64,Coefficient of Variation,0.01,4741,3108,0,6,7,0.853659,50,50,1250,1,TRUE,1
LightGBM,Inh L2-3 VIP CASC6,45,Coefficient of Variation,0.01,4741,3112,0,3,6,0.909091,50,50,1250,1,TRUE,1
LightGBM,Exc L3-5 RORB TWIST2,93,Coefficient of Variation,0.01,4741,3100,2,15,4,0.465116,50,50,1250,1,TRUE,1
LightGBM,Inh L2-4 VIP CBLN1,67,Coefficient of Variation,0.01,4741,3104,4,2,11,0.753425,50,50,1250,1,TRUE,1
LightGBM,Inh L1-4 VIP CHRNA6,25,Coefficient of Variation,0.01,4741,3116,0,1,4,0.952381,50,50,1250,1,TRUE,1
LightGBM,Exc L2-4 LINC00507 GLP2R,170,Coefficient of Variation,0.01,4741,3084,3,12,22,0.820896,50,50,1250,1,TRUE,1
LightGBM,Exc L5-6 THEMIS CRABP1,147,Coefficient of Variation,0.01,4741,3087,5,1,28,0.869565,50,50,1250,1,TRUE,1
LightGBM,Exc L4-6 FEZF2 IL26,344,Coefficient of Variation,0.01,4741,3052,0,0,69,1,50,50,1250,1,TRUE,1
LightGBM,Inh L2-5 PVALB SCUBE3,32,Coefficient of Variation,0.01,4741,3115,0,1,5,0.961538,50,50,1250,1,TRUE,1
LightGBM,Inh L4-6 SST B3GAT2,182,Coefficient of Variation,0.01,4741,3077,7,2,35,0.853659,50,50,1250,1,TRUE,1
LightGBM,Inh L1-2 VIP TSPAN12,42,Coefficient of Variation,0.01,4741,3112,1,1,7,0.875,50,50,1250,1,TRUE,1
LightGBM,Inh L2-4 VIP SPAG17,33,Coefficient of Variation,0.01,4741,3111,3,2,5,0.641026,50,50,1250,1,TRUE,1
LightGBM,Exc L5-6 THEMIS FGF10,78,Coefficient of Variation,0.01,4741,3105,1,8,7,0.744681,50,50,1250,1,TRUE,1
LightGBM,Inh L5-6 SST TH,27,Coefficient of Variation,0.01,4741,3116,0,1,4,0.952381,50,50,1250,1,TRUE,1
LightGBM,Inh L4-5 PVALB MEPE,64,Coefficient of Variation,0.01,4741,3108,0,2,11,0.964912,50,50,1250,1,TRUE,1
LightGBM,Inh L2-6 LAMP5 CA1,256,Coefficient of Variation,0.01,4741,3070,0,0,51,1,50,50,1250,1,TRUE,1
LightGBM,Exc L4-5 RORB DAPK2,173,Coefficient of Variation,0.01,4741,3082,5,6,28,0.843373,50,50,1250,1,TRUE,1
LightGBM,Inh L4-5 SST STK32A,93,Coefficient of Variation,0.01,4741,3103,0,4,14,0.945946,50,50,1250,1,TRUE,1
LightGBM,Inh L2-6 VIP QPCT,37,Coefficient of Variation,0.01,4741,3113,1,2,5,0.806452,50,50,1250,1,TRUE,1
LightGBM,Inh L3-5 SST ADGRG6,132,Coefficient of Variation,0.01,4741,3091,4,0,26,0.890411,50,50,1250,1,TRUE,1
LightGBM,Exc L3-5 RORB FILIP1L,153,Coefficient of Variation,0.01,4741,3087,4,14,16,0.727273,50,50,1250,1,TRUE,1
LightGBM,Inh L5-6 SST NPM1P10,79,Coefficient of Variation,0.01,4741,3102,3,1,15,0.852273,50,50,1250,1,TRUE,1
LightGBM,Exc L3-5 RORB ESR1,1428,Coefficient of Variation,0.01,4741,2828,8,2,283,0.976536,50,50,1250,1,TRUE,1
LightGBM,Inh L4-6 SST GXYLT2,41,Coefficient of Variation,0.01,4741,3113,0,1,7,0.972222,50,50,1250,1,TRUE,1
LightGBM,Inh L1-3 VIP GGH,68,Coefficient of Variation,0.01,4741,3105,2,5,9,0.775862,50,50,1250,1,TRUE,1
LightGBM,Inh L1 SST NMBR,283,Coefficient of Variation,0.01,4741,3062,2,2,55,0.964912,50,50,1250,1,TRUE,1
LightGBM,Exc L5-6 FEZF2 EFTUD1P1,314,Coefficient of Variation,0.01,4741,3056,2,2,61,0.968254,50,50,1250,1,TRUE,1
LightGBM,Inh L1-2 LAMP5 DBP,21,Coefficient of Variation,0.01,4741,3117,0,4,0,0,50,50,1250,1,TRUE,1
LightGBM,Exc L6 FEZF2 SCUBE1,52,Coefficient of Variation,0.01,4741,3109,1,2,9,0.882353,50,50,1250,1,TRUE,1
LightGBM,Inh L1-4 VIP PENK,17,Coefficient of Variation,0.01,4741,3117,0,3,1,0.625,50,50,1250,1,TRUE,1
LightGBM,Inh L1-3 VIP CHRM2,175,Coefficient of Variation,0.01,4741,3075,11,5,30,0.753769,50,50,1250,1,TRUE,1
LightGBM,Endo L2-6 NOSTRIN,9,Coefficient of Variation,0.01,4741,3119,0,2,0,0,50,50,1250,1,TRUE,1
LightGBM,Inh L1-2 PAX6 TNFAIP8L3,16,Coefficient of Variation,0.01,4741,3118,0,1,2,0.909091,50,50,1250,1,TRUE,1
LightGBM,Inh L2-5 VIP SERPINF1,55,Coefficient of Variation,0.01,4741,3110,0,2,9,0.957447,50,50,1250,1,TRUE,1
LightGBM,Exc L4-6 RORB C1R,160,Coefficient of Variation,0.01,4741,3084,5,5,27,0.84375,50,50,1250,1,TRUE,1
LightGBM,Inh L1-3 VIP CCDC184,64,Coefficient of Variation,0.01,4741,3105,3,4,9,0.737705,50,50,1250,1,TRUE,1
LightGBM,Inh L1-2 VIP PCDH20,61,Coefficient of Variation,0.01,4741,3107,2,1,11,0.859375,50,50,1250,1,TRUE,1
LightGBM,Exc L4-5 FEZF2 SCN4B,25,Coefficient of Variation,0.01,4741,3116,0,1,4,0.952381,50,50,1250,1,TRUE,1
LightGBM,Inh L5-6 GAD1 GLP1R,27,Coefficient of Variation,0.01,4741,3115,0,0,6,1,50,50,1250,1,TRUE,1
LightGBM,Inh L4-6 PVALB SULF1,167,Coefficient of Variation,0.01,4741,3081,6,7,27,0.813253,50,50,1250,1,TRUE,1
LightGBM,Exc L4-5 RORB FOLH1B,870,Coefficient of Variation,0.01,4741,2929,18,7,167,0.913567,50,50,1250,1,TRUE,1
LightGBM,Inh L1-2 GAD1 MC4R,107,Coefficient of Variation,0.01,4741,3098,2,1,20,0.917431,50,50,1250,1,TRUE,1
LightGBM,Inh L1 SST CHRNA4,52,Coefficient of Variation,0.01,4741,3109,1,4,7,0.813953,50,50,1250,1,TRUE,1
LightGBM,Inh L2-4 PVALB WFDC2,387,Coefficient of Variation,0.01,4741,3028,16,2,75,0.85034,50,50,1250,1,TRUE,1
LightGBM,Oligo L1-6 OPALIN,313,Coefficient of Variation,0.01,4741,3057,1,1,62,0.984127,50,50,1250,1,TRUE,1
LightGBM,Inh L1-3 VIP ADAMTSL1,72,Coefficient of Variation,0.01,4741,3104,3,2,12,0.810811,50,50,1250,1,TRUE,1
LightGBM,Inh L1-3 SST CALB1,279,Coefficient of Variation,0.01,4741,3065,0,2,54,0.992647,50,50,1250,1,TRUE,1
LightGBM,Exc L5-6 THEMIS DCSTAMP,53,Coefficient of Variation,0.01,4741,3110,1,2,8,0.869565,50,50,1250,1,TRUE,1
LightGBM,Astro L1-2 FGFR3 GFAP,61,Coefficient of Variation,0.01,4741,3108,1,7,5,0.694444,50,50,1250,1,TRUE,1
LightGBM,Astro L1-6 FGFR3 SLC14A1,230,Coefficient of Variation,0.01,4741,3067,8,1,45,0.872093,50,50,1250,1,TRUE,1
LightGBM,Exc L3-5 RORB COL22A1,160,Coefficient of Variation,0.01,4741,3083,6,0,32,0.869565,50,50,1250,1,TRUE,1
LightGBM,Inh L3-6 SST NPY,15,Coefficient of Variation,0.01,4741,3118,0,0,3,1,50,50,1250,1,TRUE,1
LightGBM,Inh L3-6 SST HPGD,60,Coefficient of Variation,0.01,4741,3109,0,2,10,0.961538,50,50,1250,1,TRUE,1
LightGBM,Exc L6 FEZF2 OR2T8,19,Coefficient of Variation,0.01,4741,3117,0,2,2,0.833333,50,50,1250,1,TRUE,1
LightGBM,Inh L1-2 PAX6 CDH12,90,Coefficient of Variation,0.01,4741,3101,2,0,18,0.918367,50,50,1250,1,TRUE,1
LightGBM,Exc L5-6 RORB TTC12,167,Coefficient of Variation,0.01,4741,3083,4,4,30,0.882353,50,50,1250,1,TRUE,1
LightGBM,Exc L5-6 SLC17A7 IL15,56,Coefficient of Variation,0.01,4741,3105,5,3,8,0.634921,50,50,1250,1,TRUE,1
LightGBM,Exc L3-4 RORB CARM1P1,280,Coefficient of Variation,0.01,4741,3062,3,7,49,0.92803,50,50,1250,1,TRUE,1
LightGBM,Exc L5-6 FEZF2 ABO,373,Coefficient of Variation,0.01,4741,3044,2,0,75,0.979112,50,50,1250,1,TRUE,1
LightGBM,Micro L1-3 TYROBP,63,Coefficient of Variation,0.01,4741,3107,1,1,12,0.923077,50,50,1250,1,TRUE,1
LightGBM,Inh L1-2 VIP LBH,47,Coefficient of Variation,0.01,4741,3112,0,1,8,0.97561,50,50,1250,1,TRUE,1
LightGBM,Inh L1-2 SST BAGE2,108,Coefficient of Variation,0.01,4741,3097,3,0,21,0.897436,50,50,1250,1,TRUE,1
LightGBM,Inh L5-6 SST KLHDC8A,63,Coefficient of Variation,0.01,4741,3107,1,2,11,0.901639,50,50,1250,1,TRUE,1
LightGBM,Inh L3-6 VIP HS3ST3A1,80,Coefficient of Variation,0.01,4741,3103,2,3,13,0.855263,50,50,1250,1,TRUE,1
LightGBM,Inh L1-3 PAX6 SYT6,29,Coefficient of Variation,0.01,4741,3115,0,1,5,0.961538,50,50,1250,1,TRUE,1
LightGBM,Inh L5-6 SST MIR548F2,80,Coefficient of Variation,0.01,4741,3104,1,5,11,0.859375,50,50,1250,1,TRUE,1
LightGBM,Exc L4-6 RORB SEMA3E,777,Coefficient of Variation,0.01,4741,2958,8,13,142,0.940397,50,50,1250,1,TRUE,1
LightGBM,Inh L1-4 VIP OPRM1,52,Coefficient of Variation,0.01,4741,3108,3,2,8,0.740741,50,50,1250,1,TRUE,1
LightGBM,OPC L1-6 PDGFRA,238,Coefficient of Variation,0.01,4741,3072,1,0,48,0.983607,50,50,1250,1,TRUE,1
LightGBM,Inh L2-5 VIP TYR,62,Coefficient of Variation,0.01,4741,3108,0,1,12,0.983607,50,50,1250,1,TRUE,1
LightGBM,Exc L5-6 THEMIS C1QL3,1537,Coefficient of Variation,0.01,4741,2802,11,7,301,0.967224,50,50,1250,1,TRUE,1
LightGBM,Inh L1-4 LAMP5 LCP2,356,Coefficient of Variation,0.05,10029,3050,0,24,47,0.907336,31,255,20,0,FALSE,0
LightGBM,Exc L2-3 LINC00507 FREM3,2284,Coefficient of Variation,0.05,10029,2459,205,36,421,0.710908,31,255,20,0,FALSE,0
LightGBM,Exc L2 LAMP5 LTK,812,Coefficient of Variation,0.05,10029,2946,13,47,115,0.853116,31,255,20,0,FALSE,0
LightGBM,Inh L5-6 PVALB LGR5,52,Coefficient of Variation,0.05,10029,3107,3,3,8,0.727273,31,255,20,0,FALSE,0
LightGBM,Inh L2-4 SST FRZB,64,Coefficient of Variation,0.05,10029,3102,6,7,6,0.491803,31,255,20,0,FALSE,0
LightGBM,Inh L2-3 VIP CASC6,45,Coefficient of Variation,0.05,10029,3104,8,8,1,0.111111,31,255,20,0,FALSE,0
LightGBM,Exc L3-5 RORB TWIST2,93,Coefficient of Variation,0.05,10029,3098,4,15,4,0.392157,31,255,20,0,FALSE,0
LightGBM,Inh L2-4 VIP CBLN1,67,Coefficient of Variation,0.05,10029,3089,19,8,5,0.229358,31,255,20,0,FALSE,0
LightGBM,Inh L1-4 VIP CHRNA6,25,Coefficient of Variation,0.05,10029,3099,17,3,2,0.123457,31,255,20,0,FALSE,0
LightGBM,Exc L2-4 LINC00507 GLP2R,170,Coefficient of Variation,0.05,10029,3077,10,15,19,0.633333,31,255,20,0,FALSE,0
LightGBM,Exc L5-6 THEMIS CRABP1,147,Coefficient of Variation,0.05,10029,3088,4,13,16,0.733945,31,255,20,0,FALSE,0
LightGBM,Exc L4-6 FEZF2 IL26,344,Coefficient of Variation,0.05,10029,3045,7,3,66,0.914127,31,255,20,0,FALSE,0
LightGBM,Inh L2-5 PVALB SCUBE3,32,Coefficient of Variation,0.05,10029,3113,2,2,4,0.666667,31,255,20,0,FALSE,0
LightGBM,Inh L4-6 SST B3GAT2,182,Coefficient of Variation,0.05,10029,3071,13,15,22,0.621469,31,255,20,0,FALSE,0
LightGBM,Inh L1-2 VIP TSPAN12,42,Coefficient of Variation,0.05,10029,3109,4,4,4,0.5,31,255,20,0,FALSE,0
LightGBM,Inh L2-4 VIP SPAG17,33,Coefficient of Variation,0.05,10029,3099,15,7,0,0,31,255,20,0,FALSE,0
LightGBM,Exc L5-6 THEMIS FGF10,78,Coefficient of Variation,0.05,10029,3085,21,7,8,0.305344,31,255,20,0,FALSE,0
LightGBM,Inh L5-6 SST TH,27,Coefficient of Variation,0.05,10029,3111,5,4,1,0.172414,31,255,20,0,FALSE,0
LightGBM,Inh L4-5 PVALB MEPE,64,Coefficient of Variation,0.05,10029,3106,2,6,7,0.714286,31,255,20,0,FALSE,0
LightGBM,Inh L2-6 LAMP5 CA1,256,Coefficient of Variation,0.05,10029,3069,1,15,36,0.904523,31,255,20,0,FALSE,0
LightGBM,Exc L4-5 RORB DAPK2,173,Coefficient of Variation,0.05,10029,3079,8,13,21,0.7,31,255,20,0,FALSE,0
LightGBM,Inh L4-5 SST STK32A,93,Coefficient of Variation,0.05,10029,3099,4,5,13,0.755814,31,255,20,0,FALSE,0
LightGBM,Inh L2-6 VIP QPCT,37,Coefficient of Variation,0.05,10029,3097,17,2,5,0.263158,31,255,20,0,FALSE,0
LightGBM,Inh L3-5 SST ADGRG6,132,Coefficient of Variation,0.05,10029,3085,10,10,16,0.615385,31,255,20,0,FALSE,0
LightGBM,Exc L3-5 RORB FILIP1L,153,Coefficient of Variation,0.05,10029,3084,7,14,16,0.655738,31,255,20,0,FALSE,0
LightGBM,Inh L5-6 SST NPM1P10,79,Coefficient of Variation,0.05,10029,3098,7,6,10,0.595238,31,255,20,0,FALSE,0
LightGBM,Exc L3-5 RORB ESR1,1428,Coefficient of Variation,0.05,10029,2823,13,23,262,0.945848,31,255,20,0,FALSE,0
LightGBM,Inh L4-6 SST GXYLT2,41,Coefficient of Variation,0.05,10029,3101,12,3,5,0.328947,31,255,20,0,FALSE,0
LightGBM,Inh L1-3 VIP GGH,68,Coefficient of Variation,0.05,10029,3101,6,9,5,0.431034,31,255,20,0,FALSE,0
LightGBM,Inh L1 SST NMBR,283,Coefficient of Variation,0.05,10029,3062,2,20,37,0.868545,31,255,20,0,FALSE,0
LightGBM,Exc L5-6 FEZF2 EFTUD1P1,314,Coefficient of Variation,0.05,10029,3056,2,16,47,0.907336,31,255,20,0,FALSE,0
LightGBM,Inh L1-2 LAMP5 DBP,21,Coefficient of Variation,0.05,10029,3112,5,4,0,0,31,255,20,0,FALSE,0
LightGBM,Exc L6 FEZF2 SCUBE1,52,Coefficient of Variation,0.05,10029,3103,7,6,5,0.423729,31,255,20,0,FALSE,0
LightGBM,Inh L1-4 VIP PENK,17,Coefficient of Variation,0.05,10029,3110,7,2,2,0.25,31,255,20,0,FALSE,0
LightGBM,Inh L1-3 VIP CHRM2,175,Coefficient of Variation,0.05,10029,3080,6,16,19,0.703704,31,255,20,0,FALSE,0
LightGBM,Endo L2-6 NOSTRIN,9,Coefficient of Variation,0.05,10029,3117,2,2,0,0,31,255,20,0,FALSE,0
LightGBM,Inh L1-2 PAX6 TNFAIP8L3,16,Coefficient of Variation,0.05,10029,3114,4,1,2,0.37037,31,255,20,0,FALSE,0
LightGBM,Inh L2-5 VIP SERPINF1,55,Coefficient of Variation,0.05,10029,3108,2,10,1,0.217391,31,255,20,0,FALSE,0
LightGBM,Exc L4-6 RORB C1R,160,Coefficient of Variation,0.05,10029,3082,7,11,21,0.729167,31,255,20,0,FALSE,0
LightGBM,Inh L1-3 VIP CCDC184,64,Coefficient of Variation,0.05,10029,3098,10,8,5,0.342466,31,255,20,0,FALSE,0
LightGBM,Inh L1-2 VIP PCDH20,61,Coefficient of Variation,0.05,10029,3094,15,9,3,0.178571,31,255,20,0,FALSE,0
LightGBM,Exc L4-5 FEZF2 SCN4B,25,Coefficient of Variation,0.05,10029,3089,27,2,3,0.12,31,255,20,0,FALSE,0
LightGBM,Inh L5-6 GAD1 GLP1R,27,Coefficient of Variation,0.05,10029,3104,11,3,3,0.241935,31,255,20,0,FALSE,0
